,VOT,numWords,SCRIND,SCROUTD,TGTIND,TGTOUTD
78066,1,5,181,153,92,12
78067,1,2,69,232,132,50
78068,1,54,135,45,354,108
78069,1,0,18,860,31,6
78070,1,1,356,404,83,4
78071,1,0,187,328,60,1
78072,1,0,0,130,217,32
78073,1,29,147,596,48,0
78074,1,16,0,20,145,253
78075,1,4,56,95,54,0
78076,-1,5,0,96,25,37
78077,1,5,101,48,140,11
78078,1,5,164,660,35,5
78079,1,17,0,3,85,4
78080,1,20,168,311,52,5
78081,1,254,145,253,190,61
78082,1,1,36,48,215,93
78083,1,30,0,213,94,15
78084,1,1,0,27,73,49
78085,1,0,187,328,107,8
78086,1,92,145,24,77,13
78087,1,0,31,79,28,101
78088,1,1,29,139,72,561
78089,1,22,0,9,167,1
78090,-1,8,68,90,5,2
78091,1,21,84,21,48,3
78092,1,18,0,4,485,18
78093,-1,90,22,312,13,10
78094,-1,69,184,79,150,2
78095,1,15,65,13,86,44
78096,1,4,165,393,286,33
78097,1,29,0,54,61,33
78098,1,11,51,51,90,26
78099,-1,35,0,84,55,14
78100,1,17,63,129,40,25
78101,1,76,107,25,97,4
78102,1,1,52,81,149,590
78103,-1,39,0,117,172,31
78104,1,13,67,132,38,0
78105,1,47,107,173,51,190
78106,1,0,31,79,23,39
78107,1,2,71,113,107,173
78108,-1,169,166,79,221,60
78109,1,4,29,19,76,3
78110,1,5,58,74,113,18
78111,1,2,210,190,119,43
78112,1,6,379,31,126,27
78113,1,30,29,281,55,420
78114,1,5,35,200,49,4
78115,1,4,0,39,116,3
78116,1,15,0,444,65,59
78117,1,0,0,3,42,7
78118,1,51,61,48,131,0
78119,-1,14,74,282,534,40
78120,1,13,0,13,86,17
78121,0,11,64,86,156,134
78122,1,25,93,120,94,0
78123,1,5,70,79,32,15
78124,1,63,59,88,52,21
78125,-1,19,74,248,7,2
78126,1,5,0,28,163,33
78127,1,16,57,8,219,6
78128,1,111,114,84,191,68
78129,1,6,96,153,119,281
78130,-1,70,112,147,274,29
78131,1,31,0,40,84,322
78132,1,13,80,431,71,34
78133,1,89,55,53,262,110
78134,1,40,98,166,84,0
78135,-1,29,11,39,30,4
78136,1,2,22,72,85,0
78137,1,5,48,118,72,0
78138,-1,81,70,79,55,25
78139,1,9,35,125,46,22
78140,-1,63,160,228,161,151
78141,1,18,4,65,156,371
78142,1,5,57,153,38,9
78143,1,24,0,278,112,123
78144,1,12,49,386,36,5
78145,1,23,118,185,250,48
78146,1,4,0,214,41,3
78147,1,41,124,60,162,56
78148,-1,0,37,8,29,19
78149,0,0,37,136,49,3
78150,1,55,0,5,126,27
78151,1,4,0,101,61,9
78152,-1,30,103,26,304,60
78153,0,23,0,25,180,222
78154,1,4,91,248,75,2
78155,1,9,0,70,69,2
78156,1,1,0,178,26,0
78157,1,7,128,23,40,9
78158,1,37,0,91,110,101
78159,1,243,55,2,71,41
78160,1,124,0,1,157,1
78161,-1,4,172,22,162,56
78162,1,7,74,201,139,10
78163,-1,3,0,7,12,0
78164,0,13,0,197,253,14
78165,1,8,0,54,87,33
78166,1,6,21,100,22,44
78167,1,14,93,58,227,472
78168,-1,24,0,7,55,25
78169,1,8,53,84,37,17
78170,1,13,139,89,100,25
78171,1,19,0,74,95,22
78172,1,2,72,251,139,64
78173,1,10,0,99,36,5
78174,1,14,48,31,95,26
78175,1,31,93,51,139,10
78176,1,44,38,52,35,5
78177,1,1,0,27,132,305
78178,-1,161,0,256,103,26
78179,-1,63,88,160,28,4
78180,1,7,43,167,125,10
78181,-1,16,0,117,108,9
78182,-1,16,149,590,47,2
78183,-1,55,32,97,77,3
78184,-1,38,20,66,216,259
78185,1,4,92,147,76,319
78186,1,6,49,386,91,0
78187,1,9,0,4,129,2
78188,1,8,37,38,159,35
78189,-1,15,28,131,67,5
78190,1,13,0,74,126,66
78191,1,17,0,8,92,2
78192,-1,54,38,267,75,1
78193,1,1,75,47,211,497
78194,0,34,318,100,10,2
78195,1,16,185,250,31,1
78196,1,32,0,52,221,60
78197,1,2,89,139,76,3
78198,1,32,60,296,34,0
78199,1,41,60,296,64,9
78200,-1,51,147,596,40,0
78201,1,49,47,6,50,49
78202,1,4,0,69,82,0
78203,-1,8,211,497,57,21
78204,1,4,0,18,99,21
78205,-1,26,50,84,20,0
78206,1,45,34,89,69,232
78207,0,44,78,152,30,5
78208,1,0,20,314,16,19
78209,1,123,138,21,100,1
78210,-1,65,4,92,444,195
78211,1,4,80,431,57,11
78212,1,20,57,30,726,206
78213,1,0,18,860,23,7
78214,1,23,89,72,85,4
78215,1,5,93,157,148,72
78216,1,2,49,439,90,13
78217,1,41,0,27,189,63
78218,-1,85,0,66,88,160
78219,1,193,0,8,491,22
78220,-1,49,0,99,10,7
78221,1,25,189,27,93,15
78222,1,3,150,238,172,36
78223,-1,77,0,122,17,1
78224,-1,8,0,54,91,5
78225,1,1,0,22,30,5
78226,1,2,17,62,36,6
78227,1,5,58,74,56,34
78228,1,1,47,125,85,4
78229,-1,5,0,16,6,0
78230,-1,18,26,98,20,1
78231,1,53,185,110,70,10
78232,-1,5,35,33,61,26
78233,1,1,20,167,48,67
78234,-1,17,61,145,223,105
78235,1,45,0,101,136,18
78236,1,17,117,62,70,10
78237,1,27,154,318,28,3
78238,-1,23,57,302,49,3
78239,1,1,57,190,15,0
78240,1,0,27,13,22,77
78241,-1,4,79,63,18,1
78242,-1,84,0,4,191,38
78243,1,34,0,4,128,18
78244,1,6,51,115,81,173
78245,1,5,31,49,29,2
78246,0,53,47,43,9,0
78247,1,11,0,197,89,1
78248,1,18,35,254,142,78
78249,1,1,351,522,277,265
78250,1,6,0,213,93,51
78251,1,30,0,16,176,45
78252,-1,19,149,590,59,0
78253,1,9,97,260,61,58
78254,1,15,82,66,44,28
78255,1,18,0,61,88,0
78256,1,4,70,79,108,74
78257,0,46,0,162,135,15
78258,-1,0,0,926,39,12
78259,1,0,180,222,128,281
78260,1,0,0,32,19,14
78261,1,10,160,228,133,28
78262,1,80,0,71,491,22
78263,1,63,27,68,67,50
78264,1,15,49,386,165,30
78265,1,64,55,85,518,6
78266,1,6,74,282,58,74
78267,1,17,0,35,113,293
78268,1,2,16,75,141,100
78269,1,3,46,347,44,496
78270,1,7,0,30,354,108
78271,1,25,0,6,726,206
78272,1,13,0,1,44,0
78273,-1,12,0,84,351,522
78274,-1,74,165,274,356,144
78275,-1,49,0,4,154,38
78276,-1,121,54,65,5,0
78277,-1,10,32,46,154,20
78278,0,19,59,88,120,18
78279,0,2,4,48,117,9
78280,1,4,80,431,35,27
78281,1,3,0,105,75,28
78282,1,9,0,21,138,41
78283,1,3,0,102,86,108
78284,1,9,63,182,57,13
78285,1,9,0,22,43,167
78286,-1,19,0,2,185,42
78287,1,4,211,497,64,54
78288,1,25,58,131,444,195
78289,1,15,95,156,246,33
78290,-1,15,16,57,142,78
78291,-1,0,0,926,71,0
78292,1,78,0,262,87,15
78293,1,1,30,936,87,2
78294,1,17,151,81,135,147
78295,1,17,0,256,79,186
78296,1,3,94,43,212,48
78297,1,5,83,119,69,19
78298,1,8,43,167,168,311
78299,1,50,0,2,107,3
78300,1,13,18,41,180,52
78301,1,9,59,11,92,39
78302,1,2,74,71,83,53
78303,0,14,89,139,41,0
78304,-1,44,115,174,70,11
78305,1,49,107,39,99,29
78306,1,3,0,32,107,12
78307,1,8,0,48,191,68
78308,-1,38,144,75,46,3
78309,1,10,35,304,164,112
78310,1,7,190,270,58,115
78311,1,0,10,7,18,11
78312,1,22,0,7,63,1
78313,1,4,135,147,47,0
78314,1,8,0,15,56,7
78315,1,11,20,4,14,0
78316,1,18,69,41,351,522
78317,-1,49,160,236,31,2
78318,1,114,79,186,205,0
78319,1,74,138,41,148,72
78320,1,3,0,313,56,0
78321,-1,77,82,64,30,0
78322,1,7,318,1101,97,77
78323,1,13,318,100,354,108
78324,0,29,0,14,146,2
78325,-1,5,0,2,140,114
78326,1,0,67,730,100,25
78327,1,13,159,27,61,26
78328,1,2,18,860,173,112
78329,1,25,104,65,164,660
78330,1,51,0,3,111,45
78331,1,12,0,20,164,37
78332,1,25,318,1101,163,33
78333,1,82,95,62,102,2
78334,1,45,106,23,46,12
78335,1,20,0,191,147,0
78336,1,2,18,860,62,0
78337,1,8,99,20,86,4
78338,1,2,180,300,20,3
78339,1,5,0,262,133,28
78340,1,0,44,76,150,238
78341,-1,34,15,49,149,99
78342,1,12,0,428,71,12
78343,-1,8,92,147,15,0
78344,1,98,0,34,229,99
78345,1,4,0,2,80,16
78346,1,1,69,232,63,56
78347,1,11,0,2,159,19
78348,1,32,13,76,37,100
78349,-1,7,58,115,11,0
78350,-1,105,0,24,132,8
78351,-1,26,192,237,149,99
78352,-1,8,0,60,163,86
78353,1,1,0,9,110,23
78354,1,8,119,281,139,152
78355,1,6,49,439,39,1
78356,-1,197,74,201,534,40
78357,1,7,72,343,40,48
78358,-1,13,76,319,37,0
78359,1,11,0,37,86,191
78360,1,3,72,561,88,13
78361,1,0,0,177,21,6
78362,1,13,0,2,93,1
78363,1,3,0,35,180,52
78364,0,68,0,51,69,2
78365,1,6,0,45,534,40
78366,1,17,0,1,221,60
78367,0,54,0,108,92,1
78368,0,84,0,262,38,0
78369,1,0,0,313,82,16
78370,1,9,0,28,100,17
78371,1,4,0,44,132,50
78372,1,27,53,40,82,0
78373,1,48,79,126,103,9
78374,-1,113,0,16,126,2
78375,1,2,88,9,100,8
78376,1,18,59,11,66,0
78377,-1,9,318,1101,253,14
78378,0,4,89,139,31,0
78379,0,104,0,11,175,96
78380,-1,14,54,289,180,32
78381,1,7,199,455,86,0
78382,1,5,0,54,55,2
78383,1,10,0,93,74,201
78384,1,7,0,42,100,1
78385,1,36,0,110,68,2
78386,1,9,96,390,128,37
78387,1,16,0,4,138,5
78388,-1,13,128,46,11,0
78389,-1,7,0,41,534,40
78390,-1,9,0,12,20,2
78391,1,8,0,294,98,6
78392,1,1,356,404,126,30
78393,1,10,0,1,83,40
78394,-1,14,58,122,189,63
78395,1,1,48,199,49,175
78396,1,7,51,6,71,9
78397,1,8,0,4,49,14
78398,1,22,47,27,63,11
78399,1,16,130,185,112,9
78400,1,31,29,19,116,11
78401,1,1,0,14,485,18
78402,1,58,55,420,63,182
78403,1,13,0,4,52,37
78404,-1,32,0,1,148,72
78405,-1,17,11,19,54,0
78406,1,5,0,244,64,6
78407,-1,16,0,43,48,4
78408,-1,12,169,48,12,0
78409,1,4,17,100,76,64
78410,1,20,0,69,100,0
78411,1,7,168,311,119,32
78412,1,10,122,105,47,6
78413,0,2,18,860,21,0
78414,1,18,255,231,95,45
78415,1,63,0,13,134,41
78416,1,5,96,145,82,61
78417,1,27,48,107,184,79
78418,0,56,0,8,80,52
78419,1,1,30,936,43,44
78420,-1,67,149,590,38,52
78421,1,1,136,190,104,47
78422,1,21,107,257,26,2
78423,-1,20,0,71,133,28
78424,1,6,12,6,32,39
78425,1,15,0,117,83,4
78426,-1,1,0,31,109,68
78427,1,5,0,64,94,15
78428,1,1,160,228,38,9
78429,0,33,152,239,56,95
78430,-1,29,135,127,15,0
78431,-1,8,0,1,99,75
78432,0,38,54,89,57,21
78433,1,1,30,936,49,16
78434,-1,78,0,31,12,0
78435,1,15,0,54,339,175
78436,1,28,0,10,79,0
78437,1,5,8,22,107,257
78438,1,22,39,253,185,250
78439,1,44,0,122,94,40
78440,1,37,351,522,354,108
78441,1,8,57,172,59,1
78442,1,43,28,35,19,1
78443,1,19,0,58,44,10
78444,-1,109,8,184,4,0
78445,1,39,0,4,264,241
78446,1,62,96,203,38,0
78447,-1,64,199,455,19,0
78448,1,50,80,293,178,20
78449,1,4,66,128,26,4
78450,1,10,43,519,80,293
78451,1,33,50,84,50,2
78452,1,8,0,8,91,23
78453,-1,114,0,104,356,144
78454,1,12,0,127,286,143
78455,-1,48,85,72,130,75
78456,1,2,0,29,165,58
78457,-1,99,0,6,123,0
78458,-1,16,0,55,25,4
78459,-1,88,0,52,149,16
78460,1,27,0,6,72,26
78461,-1,40,0,12,379,31
78462,1,60,351,522,83,97
78463,1,2,35,200,94,73
78464,1,70,0,116,73,0
78465,1,1,149,81,87,33
78466,1,14,0,21,71,71
78467,-1,16,0,130,20,0
78468,0,125,0,150,61,9
78469,1,51,83,70,81,0
78470,1,34,31,49,23,1
78471,1,1,0,227,13,76
78472,1,47,0,30,119,8
78473,-1,4,356,404,20,0
78474,1,116,164,660,185,9
78475,1,31,0,35,186,63
78476,-1,16,50,44,18,0
78477,0,14,0,1,167,14
78478,0,16,0,87,57,21
78479,-1,27,48,72,194,124
78480,1,9,67,77,59,88
78481,-1,19,135,29,84,19
78482,1,32,43,44,89,29
78483,1,8,0,17,68,2
78484,1,28,0,128,35,5
78485,1,54,50,106,200,48
78486,1,7,85,334,60,27
78487,1,6,178,249,86,99
78488,-1,42,356,404,243,18
78489,1,18,72,251,119,35
78490,1,31,0,46,190,61
78491,-1,11,38,24,339,175
78492,1,1,0,64,40,3
78493,1,6,7,5,226,54
78494,1,45,80,188,74,18
78495,1,5,57,153,40,19
78496,1,6,180,222,93,1
78497,-1,20,199,455,17,56
78498,-1,32,59,22,110,101
78499,0,9,156,371,8,36
78500,1,10,150,48,59,5
78501,1,0,0,926,101,24
78502,-1,5,51,23,155,79
78503,1,6,89,139,354,108
78504,-1,10,28,218,83,82
78505,1,19,62,38,135,43
78506,1,5,0,58,90,0
78507,1,29,80,144,76,74
78508,1,80,32,81,67,0
78509,-1,184,112,123,191,38
78510,-1,7,0,16,47,67
78511,-1,26,6,1,6,1
78512,-1,7,32,99,90,18
78513,0,33,93,120,70,133
78514,1,6,0,124,149,99
78515,1,78,0,23,115,43
78516,-1,31,32,59,102,32
78517,1,10,65,13,45,24
78518,1,31,0,5,47,12
78519,1,2,11,89,68,13
78520,1,20,0,22,68,84
78521,1,9,262,110,55,72
78522,1,66,97,157,70,20
78523,-1,52,91,257,93,25
78524,-1,3,120,134,92,147
78525,1,119,80,188,156,371
78526,1,64,0,18,136,18
78527,1,26,127,53,133,28
78528,1,11,22,34,80,3
78529,1,10,92,140,56,6
78530,-1,20,5,1,5,1
78531,1,589,0,34,91,257
78532,1,74,28,31,67,77
78533,1,25,0,1,165,30
78534,1,18,165,393,72,26
78535,1,25,61,26,159,27
78536,1,2,30,936,92,147
78537,1,19,164,660,102,29
78538,1,5,0,108,52,9
78539,-1,8,0,67,62,19
78540,1,7,64,583,89,22
78541,-1,22,72,343,68,89
78542,1,7,59,11,60,1
78543,1,23,0,16,60,0
78544,1,5,0,10,491,22
78545,1,21,162,350,224,207
78546,1,4,73,38,48,3
78547,-1,68,184,79,150,48
78548,1,30,113,117,38,6
78549,1,5,0,21,30,51
78550,1,1,76,319,107,173
78551,1,21,64,583,79,8
78552,1,13,9,91,44,28
78553,1,5,51,115,47,33
78554,1,5,0,12,65,51
78555,1,6,0,63,84,0
78556,1,5,0,21,46,1
78557,-1,10,262,110,93,17
78558,-1,52,0,8,286,143
78559,1,71,0,75,114,0
78560,1,7,192,237,73,11
78561,1,62,34,42,187,328
78562,-1,95,154,318,9,0
78563,1,39,82,19,304,60
78564,1,15,40,25,40,16
78565,1,2,0,19,101,0
78566,1,56,18,5,56,0
78567,-1,32,47,125,186,63
78568,1,35,96,153,60,5
78569,1,1,0,78,72,0
78570,-1,54,53,91,195,32
78571,1,4,30,936,207,44
78572,0,2,16,84,68,4
78573,-1,39,0,20,304,60
78574,1,29,0,2,50,0
78575,1,10,108,152,83,0
78576,-1,8,76,12,86,0
78577,1,15,78,298,339,175
78578,1,14,0,2,69,9
78579,-1,15,0,32,76,1
78580,-1,1,0,5,67,106
78581,1,2,149,81,166,22
78582,-1,24,65,34,64,95
78583,1,1,0,1,139,10
78584,1,6,80,431,56,21
78585,1,5,191,68,100,0
78586,-1,87,79,126,274,29
78587,1,26,13,61,20,46
78588,1,22,0,244,83,97
78589,1,7,318,1101,110,4
78590,1,10,0,156,109,1
78591,1,72,90,62,56,0
78592,1,9,0,32,77,133
78593,1,15,71,34,67,22
78594,-1,56,90,13,16,84
78595,1,6,193,159,71,57
78596,-1,36,116,59,155,183
78597,-1,3,19,92,19,0
78598,1,0,39,239,25,34
78599,1,59,27,68,40,48
78600,1,5,0,262,40,3
78601,1,34,69,160,149,99
78602,1,14,19,65,74,197
78603,1,7,79,200,54,20
78604,0,19,57,209,101,48
78605,1,11,0,24,196,0
78606,-1,60,444,195,22,113
78607,1,8,178,41,48,39
78608,0,99,96,203,28,0
78609,1,58,189,82,85,13
78610,1,100,147,596,82,1
78611,0,26,0,19,94,0
78612,-1,56,175,96,5,0
78613,1,19,82,22,56,125
78614,1,41,87,33,172,31
78615,1,4,106,19,129,2
78616,1,3,65,34,124,12
78617,1,5,0,108,147,596
78618,1,13,80,431,156,74
78619,1,3,47,374,40,9
78620,1,8,51,35,187,328
78621,1,8,185,250,48,118
78622,1,18,93,51,119,43
78623,1,13,30,51,84,201
78624,1,30,89,72,65,54
78625,1,57,92,196,444,195
78626,1,23,154,318,205,0
78627,1,127,164,660,93,40
78628,-1,61,35,304,188,26
78629,1,5,48,107,92,0
78630,1,21,210,190,74,282
78631,-1,22,0,27,48,4
78632,1,22,117,348,243,18
78633,1,33,82,318,75,0
78634,1,20,0,7,444,195
78635,0,49,69,160,67,3
78636,1,6,40,397,46,1
78637,1,9,91,41,88,59
78638,1,10,21,56,83,99
78639,1,1,0,81,118,0
78640,-1,43,79,126,106,3
78641,-1,13,0,56,78,0
78642,1,12,39,253,93,25
78643,1,5,113,101,83,48
78644,1,9,45,240,100,142
78645,1,17,148,148,67,27
78646,1,11,63,28,22,1
78647,1,10,0,25,277,26
78648,1,25,132,305,89,68
78649,-1,37,0,35,141,55
78650,1,3,0,51,103,32
78651,1,20,0,76,132,305
78652,1,14,113,18,534,40
78653,1,16,21,56,354,108
78654,1,5,0,16,149,590
78655,1,3,67,730,116,7
78656,1,35,0,214,73,23
78657,-1,191,181,153,52,5
78658,1,2,186,63,64,19
78659,1,14,164,660,128,49
78660,0,10,164,98,152,4
78661,1,4,0,123,324,102
78662,1,7,0,8,64,2
78663,-1,64,84,201,75,0
78664,1,43,28,61,259,21
78665,1,6,22,113,62,17
78666,-1,11,60,36,77,19
78667,-1,63,24,42,30,0
78668,0,13,0,18,129,167
78669,1,11,101,113,68,50
78670,1,8,28,219,84,21
78671,1,28,22,312,122,33
78672,0,56,89,68,92,8
78673,-1,32,74,41,141,100
78674,1,10,0,31,234,42
78675,1,1,52,43,47,6
78676,-1,25,131,115,178,228
78677,1,7,35,46,122,105
78678,1,1,0,1,136,2
78679,1,35,68,57,318,100
78680,0,175,0,80,6,0
78681,1,32,0,91,129,14
78682,0,7,18,860,58,38
78683,1,93,0,45,130,24
78684,1,31,0,8,107,18
78685,-1,31,0,52,13,0
78686,1,7,165,393,65,75
78687,1,225,0,21,229,99
78688,-1,5,0,60,128,37
78689,1,119,50,5,160,39
78690,0,42,84,201,11,1
78691,-1,52,154,20,65,34
78692,1,12,0,20,286,143
78693,1,8,0,81,222,107
78694,1,3,0,349,56,18
78695,1,2,0,12,101,0
78696,1,2,22,83,154,38
78697,1,23,65,75,169,79
78698,-1,94,35,200,304,60
78699,1,4,0,248,128,238
78700,1,3,71,61,70,65
78701,-1,28,0,8,8,184
78702,-1,110,162,8,188,26
78703,1,39,59,80,154,6
78704,1,19,61,114,50,42
78705,1,123,147,596,49,0
78706,0,90,63,182,150,238
78707,1,2,0,45,100,37
78708,1,44,63,28,169,48
78709,1,24,0,5,39,3
78710,-1,27,22,113,185,110
78711,1,171,0,24,55,0
78712,1,11,0,110,92,15
78713,1,49,42,140,37,17
78714,1,22,156,371,39,32
78715,1,1,0,134,55,0
78716,-1,63,0,61,76,10
78717,1,13,112,65,11,1
78718,1,16,0,216,131,22
78719,1,11,0,12,138,30
78720,1,18,0,56,55,15
78721,1,0,0,6,200,48
78722,0,2,18,860,18,0
78723,1,13,165,393,79,3
78724,0,23,168,311,94,0
78725,1,3,21,71,62,17
78726,1,21,0,6,106,19
78727,1,3,0,1,222,107
78728,-1,39,104,77,187,328
78729,-1,97,38,80,16,0
78730,-1,45,72,343,28,0
78731,1,1,0,13,195,32
78732,1,7,65,54,113,75
78733,1,11,37,136,97,0
78734,-1,4,101,48,68,16
78735,0,4,107,63,17,0
78736,1,20,108,141,71,18
78737,1,24,55,420,76,255
78738,-1,6,53,328,46,15
78739,1,6,0,39,80,3
78740,1,7,80,431,43,7
78741,1,4,485,18,122,33
78742,1,6,9,83,162,8
78743,-1,4,180,300,49,14
78744,1,4,91,248,204,54
78745,1,7,0,30,47,244
78746,-1,7,30,936,55,8
78747,1,9,162,350,125,92
78748,1,15,92,14,180,222
78749,1,0,21,6,24,0
78750,1,3,214,162,195,81
78751,1,41,141,88,339,175
78752,1,2,0,102,81,110
78753,1,10,56,35,116,110
78754,1,13,54,289,58,10
78755,1,0,31,79,27,62
78756,1,16,68,89,79,31
78757,1,99,115,206,178,41
78758,1,13,44,55,65,0
78759,1,5,0,12,110,39
78760,-1,15,0,147,123,0
78761,1,11,54,289,69,0
78762,1,13,0,18,59,20
78763,1,39,0,118,54,58
78764,1,1,11,6,104,103
78765,1,2,0,29,135,127
78766,-1,11,39,253,222,107
78767,-1,9,88,160,43,1
78768,1,3,0,4,31,120
78769,1,2,190,270,116,10
78770,1,11,165,393,80,14
78771,1,50,0,428,61,5
78772,1,2,50,42,83,48
78773,1,7,318,1101,286,33
78774,1,30,132,305,104,4
78775,-1,3,56,74,162,56
78776,-1,3,0,31,56,0
78777,1,27,491,22,52,165
78778,1,28,80,188,135,43
78779,-1,86,0,38,82,0
78780,0,16,60,26,69,19
78781,-1,36,160,228,234,42
78782,0,56,51,213,74,197
78783,-1,104,44,43,154,38
78784,-1,3,89,18,242,10
78785,-1,7,34,23,222,107
78786,0,20,156,160,98,35
78787,1,8,32,81,41,2
78788,1,28,128,49,103,11
78789,-1,5,0,1,379,31
78790,-1,26,149,590,518,6
78791,1,27,0,1,164,112
78792,1,23,0,59,102,175
78793,-1,23,90,90,25,2
78794,1,23,100,140,147,596
78795,1,14,64,54,123,17
78796,1,124,0,81,104,14
78797,1,7,93,156,79,48
78798,1,55,229,99,70,133
78799,-1,33,0,117,9,0
78800,1,49,32,81,17,0
78801,1,105,128,281,255,231
78802,1,7,0,41,148,24
78803,1,28,0,101,95,22
78804,1,19,82,47,123,31
78805,1,1,14,131,73,3
78806,0,5,68,29,43,1
78807,1,0,187,328,51,3
78808,1,20,264,241,181,129
78809,1,9,83,100,179,20
78810,1,32,53,91,166,22
78811,1,64,83,40,63,0
78812,1,103,0,74,43,9
78813,-1,317,0,127,30,0
78814,0,134,37,136,216,47
78815,-1,41,190,270,60,0
78816,-1,70,0,14,71,41
78817,1,1,26,22,190,61
78818,-1,29,83,48,12,5
78819,1,2,86,190,132,50
78820,-1,13,91,248,115,43
78821,1,27,0,18,79,52
78822,1,21,0,244,95,26
78823,1,1,76,319,109,50
78824,1,9,117,348,41,93
78825,1,2,0,94,49,9
78826,1,102,145,24,75,1
78827,1,5,39,253,83,50
78828,-1,35,8,184,42,0
78829,1,8,0,57,74,71
78830,1,24,168,311,77,3
78831,-1,58,0,8,32,81
78832,1,24,11,128,34,12
78833,1,12,0,18,63,182
78834,1,114,80,188,150,35
78835,-1,13,0,96,187,328
78836,1,13,351,522,102,5
78837,1,18,88,28,64,583
78838,-1,40,91,257,71,12
78839,1,12,50,66,61,50
78840,1,125,0,80,85,13
78841,1,34,113,293,123,17
78842,1,49,56,34,69,232
78843,1,5,0,19,116,110
78844,1,3,70,133,150,53
78845,0,101,43,70,67,64
78846,1,12,70,10,79,126
78847,-1,7,78,298,726,206
78848,1,0,0,83,14,7
78849,1,52,0,148,81,1
78850,1,24,76,230,96,16
78851,1,9,33,7,189,0
78852,1,1,0,117,259,21
78853,1,6,40,397,93,18
78854,1,13,0,2,22,2
78855,0,0,0,926,61,4
78856,-1,20,10,8,204,54
78857,1,168,147,596,86,81
78858,1,37,0,14,98,63
78859,-1,24,0,444,100,25
78860,1,50,95,62,77,3
78861,1,29,40,89,79,48
78862,-1,13,8,184,64,95
78863,-1,8,12,166,11,0
78864,1,11,0,129,104,47
78865,1,7,54,289,103,2
78866,0,15,255,231,202,210
78867,1,62,0,171,82,0
78868,-1,70,91,130,253,14
78869,0,11,52,168,71,0
78870,-1,7,0,41,19,7
78871,-1,20,123,31,10,2
78872,1,1,49,53,46,0
78873,1,10,49,386,106,23
78874,-1,8,22,47,96,165
78875,-1,90,0,95,64,15
78876,0,81,147,596,38,44
78877,1,2,0,1,160,228
78878,1,31,102,231,339,175
78879,0,117,111,49,64,0
78880,1,8,0,103,80,22
78881,1,6,38,156,82,47
78882,1,14,25,37,76,319
78883,1,17,0,7,57,153
78884,1,6,22,34,104,4
78885,1,1,0,10,56,10
78886,1,1,0,74,20,67
78887,-1,10,286,143,154,38
78888,-1,7,0,18,23,5
78889,1,19,0,34,82,66
78890,1,4,43,519,48,1
78891,1,11,0,5,81,0
78892,1,2,0,81,210,94
78893,-1,35,0,11,11,0
78894,1,38,0,128,102,109
78895,1,16,0,177,67,0
78896,1,2,60,76,48,51
78897,1,28,85,334,57,23
78898,-1,14,193,159,185,110
78899,0,21,62,90,111,49
78900,1,6,132,142,77,5
78901,-1,7,20,314,16,0
78902,1,2,0,80,148,27
78903,-1,273,55,5,185,76
78904,1,20,0,17,78,65
78905,-1,0,0,926,40,0
78906,1,2,0,127,65,121
78907,1,22,0,16,46,92
78908,1,155,181,129,191,68
78909,1,3,0,69,68,12
78910,1,8,117,348,79,186
78911,-1,32,149,590,20,0
78912,-1,1,14,131,22,26
78913,1,25,68,84,120,83
78914,1,2,151,54,129,2
78915,1,5,0,127,73,139
78916,1,30,0,14,274,29
78917,1,9,32,97,138,5
78918,1,2,0,12,120,58
78919,1,40,160,236,69,19
78920,1,11,0,129,108,7
78921,1,2,30,936,94,36
78922,1,13,0,22,70,7
78923,1,2,190,270,165,274
78924,1,0,0,926,220,28
78925,1,31,76,255,55,2
78926,1,26,0,16,10,2
78927,-1,18,0,68,31,2
78928,1,20,24,83,354,108
78929,1,3,23,50,56,13
78930,1,10,286,143,147,37
78931,-1,27,0,3,304,60
78932,-1,41,0,74,63,0
78933,1,30,80,86,55,28
78934,1,11,318,1101,39,39
78935,1,6,59,266,42,7
78936,1,33,76,54,76,74
78937,1,3,0,117,65,59
78938,1,91,54,46,71,61
78939,1,0,0,39,17,100
78940,1,2,0,5,3,0
78941,-1,10,11,63,94,43
78942,1,3,17,100,50,84
78943,1,16,41,1,31,3
78944,1,24,115,43,99,4
78945,-1,36,90,13,204,54
78946,1,23,110,39,163,86
78947,0,94,0,4,63,25
78948,1,1,0,63,61,58
78949,1,3,59,266,68,2
78950,1,12,318,1101,226,54
78951,1,53,56,9,81,0
78952,0,44,26,98,20,167
78953,1,35,4,92,444,195
78954,1,12,0,214,104,2
78955,1,4,0,216,104,47
78956,1,24,0,62,150,35
78957,1,38,108,116,277,265
78958,1,3,3,132,200,48
78959,1,5,84,190,55,2
78960,1,19,120,58,81,1
78961,1,14,80,431,19,0
78962,1,2,0,31,86,129
78963,1,24,64,145,42,54
78964,1,14,135,127,86,39
78965,1,1,53,320,31,7
78966,1,4,3,1,36,2
78967,1,29,63,64,159,17
78968,1,26,22,312,185,250
78969,1,17,0,80,114,31
78970,-1,24,0,19,10,0
78971,1,1,81,173,195,32
78972,1,4,155,79,284,21
78973,-1,132,210,94,168,92
78974,1,6,49,439,139,58
78975,1,37,0,45,87,13
78976,1,1,0,126,89,1
78977,1,87,181,153,77,8
78978,1,10,0,248,128,173
78979,1,19,134,41,141,55
78980,1,9,47,374,96,268
78981,1,6,0,63,48,0
